id,date,state_name,state_code,commodity_group,sector,cpi,inflation_rate
0,2014-01-01,All India,0,Cereals And Products,Combined,119.6,10.33
2157,2014-02-01,All India,0,Cereals And Products,Combined,120.2,8.88
4314,2014-03-01,All India,0,Cereals And Products,Combined,120.7,8.35
6471,2014-04-01,All India,0,Cereals And Products,Combined,120.9,8.33
8628,2014-05-01,All India,0,Cereals And Products,Combined,121.1,7.84
10785,2014-06-01,All India,0,Cereals And Products,Combined,121.5,6.77
12942,2014-07-01,All India,0,Cereals And Products,Combined,122.4,6.62
15099,2014-08-01,All India,0,Cereals And Products,Combined,122.7,6.14
17256,2014-09-01,All India,0,Cereals And Products,Combined,122.9,5.58
19413,2014-10-01,All India,0,Cereals And Products,Combined,123.2,5.21
21570,2014-11-01,All India,0,Cereals And Products,Combined,123.3,4.4
23727,2014-12-01,All India,0,Cereals And Products,Combined,122.9,3.19
25884,2015-01-01,All India,0,Cereals And Products,Combined,123.4,3.18
28041,2015-02-01,All India,0,Cereals And Products,Combined,123.7,2.91
30198,2015-03-01,All India,0,Cereals And Products,Combined,123.5,2.32
32355,2015-04-01,All India,0,Cereals And Products,Combined,123.5,2.15
34512,2015-05-01,All India,0,Cereals And Products,Combined,123.6,2.06
36669,2015-06-01,All India,0,Cereals And Products,Combined,123.9,1.98
38826,2015-07-01,All India,0,Cereals And Products,Combined,123.7,1.06
40983,2015-08-01,All India,0,Cereals And Products,Combined,124.2,1.22
43140,2015-09-01,All India,0,Cereals And Products,Combined,124.6,1.38
45297,2015-10-01,All India,0,Cereals And Products,Combined,125.0,1.46
47454,2015-11-01,All India,0,Cereals And Products,Combined,125.4,1.7
49611,2015-12-01,All India,0,Cereals And Products,Combined,125.7,2.28
51768,2016-01-01,All India,0,Cereals And Products,Combined,126.1,2.19
53925,2016-02-01,All India,0,Cereals And Products,Combined,126.4,2.18
56082,2016-03-01,All India,0,Cereals And Products,Combined,126.5,2.43
58239,2016-04-01,All India,0,Cereals And Products,Combined,126.6,2.51
60396,2016-05-01,All India,0,Cereals And Products,Combined,126.8,2.59
62553,2016-06-01,All India,0,Cereals And Products,Combined,127.7,3.07
64710,2016-07-01,All India,0,Cereals And Products,Combined,128.5,3.88
66867,2016-08-01,All India,0,Cereals And Products,Combined,129.3,4.11
69024,2016-09-01,All India,0,Cereals And Products,Combined,129.9,4.25
71181,2016-10-01,All India,0,Cereals And Products,Combined,130.5,4.4
73338,2016-11-01,All India,0,Cereals And Products,Combined,131.4,4.78
75495,2016-12-01,All India,0,Cereals And Products,Combined,132.3,5.25
77652,2017-01-01,All India,0,Cereals And Products,Combined,132.8,5.31
79809,2017-02-01,All India,0,Cereals And Products,Combined,133.1,5.3
81966,2017-03-01,All India,0,Cereals And Products,Combined,133.3,5.38
84123,2017-04-01,All India,0,Cereals And Products,Combined,133.0,5.06
86280,2017-05-01,All India,0,Cereals And Products,Combined,132.9,4.81
88437,2017-06-01,All India,0,Cereals And Products,Combined,133.3,4.39
90594,2017-07-01,All India,0,Cereals And Products,Combined,133.6,3.97
92751,2017-08-01,All India,0,Cereals And Products,Combined,134.3,3.87
94908,2017-09-01,All India,0,Cereals And Products,Combined,134.7,3.7
97065,2017-10-01,All India,0,Cereals And Products,Combined,135.3,3.68
99222,2017-11-01,All India,0,Cereals And Products,Combined,135.7,3.27
101379,2017-12-01,All India,0,Cereals And Products,Combined,135.8,2.65
103536,2018-01-01,All India,0,Cereals And Products,Combined,136.0,2.41
105693,2018-02-01,All India,0,Cereals And Products,Combined,135.9,2.1
107850,2018-03-01,All India,0,Cereals And Products,Combined,136.2,2.18
110007,2018-04-01,All India,0,Cereals And Products,Combined,136.4,2.56
112164,2018-05-01,All India,0,Cereals And Products,Combined,136.6,2.78
114321,2018-06-01,All India,0,Cereals And Products,Combined,136.9,2.7
116478,2018-07-01,All India,0,Cereals And Products,Combined,137.5,2.92
118635,2018-08-01,All India,0,Cereals And Products,Combined,138.3,2.98
120792,2018-09-01,All India,0,Cereals And Products,Combined,138.6,2.9
122949,2018-10-01,All India,0,Cereals And Products,Combined,138.8,2.59
125106,2018-11-01,All India,0,Cereals And Products,Combined,137.4,1.25
127263,2018-12-01,All India,0,Cereals And Products,Combined,137.5,1.25
129420,2019-01-01,All India,0,Cereals And Products,Combined,137.1,0.81
131577,2019-02-01,All India,0,Cereals And Products,Combined,137.6,1.25
133734,2019-03-01,All India,0,Cereals And Products,Combined,137.8,1.17
135891,2019-04-01,All India,0,Cereals And Products,Combined,138.0,1.17
138048,2019-05-01,All India,0,Cereals And Products,Combined,138.3,1.24
140205,2019-06-01,All India,0,Cereals And Products,Combined,138.7,1.31
142362,2019-07-01,All India,0,Cereals And Products,Combined,139.3,1.31
144519,2019-08-01,All India,0,Cereals And Products,Combined,140.1,1.3
146676,2019-09-01,All India,0,Cereals And Products,Combined,140.9,1.66
148833,2019-10-01,All India,0,Cereals And Products,Combined,141.8,2.16
150990,2019-11-01,All India,0,Cereals And Products,Combined,142.5,3.71
153147,2019-12-01,All India,0,Cereals And Products,Combined,143.5,4.36
155304,2020-01-01,All India,0,Cereals And Products,Combined,144.3,5.25
157461,2020-02-01,All India,0,Cereals And Products,Combined,144.8,5.23
159618,2020-03-01,All India,0,Cereals And Products,Combined,145.1,5.3
159810,2020-05-01,All India,0,Cereals And Products,Combined,148.4,7.3
159855,2020-06-01,All India,0,Cereals And Products,Combined,149.6,7.86
160038,2020-07-01,All India,0,Cereals And Products,Combined,148.9,6.89
160230,2020-08-01,All India,0,Cereals And Products,Combined,148.4,5.92
162387,2020-09-01,All India,0,Cereals And Products,Combined,147.5,4.68
164544,2020-10-01,All India,0,Cereals And Products,Combined,146.8,3.53
166701,2020-11-01,All India,0,Cereals And Products,Combined,146.0,2.46
168858,2020-12-01,All India,0,Cereals And Products,Combined,144.9,0.98
171015,2021-01-01,All India,0,Cereals And Products,Combined,144.5,0.14
173172,2021-02-01,All India,0,Cereals And Products,Combined,144.3,-0.35
175329,2021-03-01,All India,0,Cereals And Products,Combined,144.1,-0.69
177486,2021-04-01,All India,0,Cereals And Products,Combined,144.3,-2.96
179643,2021-05-01,All India,0,Cereals And Products,Combined,146.3,-1.42
181800,2021-06-01,All India,0,Cereals And Products,Combined,146.7,-1.94
183957,2021-07-01,All India,0,Cereals And Products,Combined,146.4,-1.68
186114,2021-08-01,All India,0,Cereals And Products,Combined,146.3,-1.42
188271,2021-09-01,All India,0,Cereals And Products,Combined,146.6,-0.61
190428,2021-10-01,All India,0,Cereals And Products,Combined,147.4,0.41
192585,2021-11-01,All India,0,Cereals And Products,Combined,148.2,1.51
194742,2021-12-01,All India,0,Cereals And Products,Combined,148.7,2.62
196899,2022-01-01,All India,0,Cereals And Products,Combined,149.5,3.46
199056,2022-02-01,All India,0,Cereals And Products,Combined,150.0,3.95
201213,2022-03-01,All India,0,Cereals And Products,Combined,151.3,5.0
203370,2022-04-01,All India,0,Cereals And Products,Combined,152.9,5.96
205527,2022-05-01,All India,0,Cereals And Products,Combined,154.1,5.33
207684,2022-06-01,All India,0,Cereals And Products,Combined,155.0,5.66
209841,2022-07-01,All India,0,Cereals And Products,Combined,156.5,6.9
211998,2022-08-01,All India,0,Cereals And Products,Combined,160.3,9.57
214155,2022-09-01,All India,0,Cereals And Products,Combined,163.5,11.53
216312,2022-10-01,All India,0,Cereals And Products,Combined,165.2,12.08
218469,2022-11-01,All India,0,Cereals And Products,Combined,167.4,12.96
220709,2022-12-01,All India,0,Cereals And Products,Combined,169.2,13.79
222866,2023-01-01,All India,0,Cereals And Products,Combined,173.8,16.25
225023,2023-02-01,All India,0,Cereals And Products,Combined,175.1,16.73
227180,2023-03-01,All India,0,Cereals And Products,Combined,174.4,15.27
229337,2023-04-01,All India,0,Cereals And Products,Combined,173.8,13.67
231494,2023-05-01,All India,0,Cereals And Products,Combined,173.7,12.72
233651,2023-06-01,All India,0,Cereals And Products,Combined,174.8,12.77
235808,2023-07-01,All India,0,Cereals And Products,Combined,176.9,13.04
237965,2023-08-01,All India,0,Cereals And Products,Combined,179.3,11.85
240122,2023-09-01,All India,0,Cereals And Products,Combined,181.4,10.95
242279,2023-10-01,All India,0,Cereals And Products,Combined,182.9,10.71
244436,2023-11-01,All India,0,Cereals And Products,Combined,184.6,10.27
246593,2023-12-01,All India,0,Cereals And Products,Combined,186.0,9.93
248750,2024-01-01,All India,0,Cereals And Products,Combined,187.4,7.83
250907,2024-02-01,All India,0,Cereals And Products,Combined,188.5,7.65
253064,2024-03-01,All India,0,Cereals And Products,Combined,189.0,8.37
255221,2024-04-01,All India,0,Cereals And Products,Combined,188.8,8.63
257378,2024-05-01,All India,0,Cereals And Products,Combined,188.8,8.69
259535,2024-06-01,All India,0,Cereals And Products,Combined,190.1,8.75
261692,2024-07-01,All India,0,Cereals And Products,Combined,191.3,8.14
263849,2024-08-01,All India,0,Cereals And Products,Combined,192.4,7.31
266006,2024-09-01,All India,0,Cereals And Products,Combined,193.8,6.84
268163,2024-10-01,All India,0,Cereals And Products,Combined,195.6,6.94
270320,2024-11-01,All India,0,Cereals And Products,Combined,197.3,6.88
272477,2024-12-01,All India,0,Cereals And Products,Combined,198.1,6.51
274634,2025-01-01,All India,0,Cereals And Products,Combined,199.1,6.24
276791,2025-02-01,All India,0,Cereals And Products,Combined,200.0,6.1
280386,2025-03-01,All India,0,Cereals And Products,Combined,200.2,5.93
282543,2025-04-01,All India,0,Cereals And Products,Combined,198.9,5.35
284700,2025-05-01,All India,0,Cereals And Products,Combined,197.8,4.77
286857,2025-06-01,All India,0,Cereals And Products,Combined,197.2,3.73
289014,2025-07-01,All India,0,Cereals And Products,Combined,197.1,3.03
291171,2025-08-01,All India,0,Cereals And Products,Combined,197.6,2.7
1,2014-01-01,All India,0,Cereals And Products,Rural,118.9,10.6
2158,2014-02-01,All India,0,Cereals And Products,Rural,119.4,9.34
4315,2014-03-01,All India,0,Cereals And Products,Rural,120.1,8.98
6472,2014-04-01,All India,0,Cereals And Products,Rural,120.2,9.07
8629,2014-05-01,All India,0,Cereals And Products,Rural,120.3,8.48
10786,2014-06-01,All India,0,Cereals And Products,Rural,120.7,7.48
12943,2014-07-01,All India,0,Cereals And Products,Rural,121.7,7.32
15100,2014-08-01,All India,0,Cereals And Products,Rural,121.8,6.56
17257,2014-09-01,All India,0,Cereals And Products,Rural,122.3,5.98
19414,2014-10-01,All India,0,Cereals And Products,Rural,122.6,5.42
21571,2014-11-01,All India,0,Cereals And Products,Rural,122.7,4.6
23728,2014-12-01,All India,0,Cereals And Products,Rural,122.4,3.38
25885,2015-01-01,All India,0,Cereals And Products,Rural,123.1,3.53
28042,2015-02-01,All India,0,Cereals And Products,Rural,123.4,3.35
30199,2015-03-01,All India,0,Cereals And Products,Rural,123.3,2.66
32356,2015-04-01,All India,0,Cereals And Products,Rural,123.3,2.58
34513,2015-05-01,All India,0,Cereals And Products,Rural,123.5,2.66
36670,2015-06-01,All India,0,Cereals And Products,Rural,124.1,2.82
38827,2015-07-01,All India,0,Cereals And Products,Rural,124.0,1.89
40984,2015-08-01,All India,0,Cereals And Products,Rural,124.7,2.38
43141,2015-09-01,All India,0,Cereals And Products,Rural,125.1,2.29
45298,2015-10-01,All India,0,Cereals And Products,Rural,125.6,2.45
47455,2015-11-01,All India,0,Cereals And Products,Rural,126.1,2.77
49612,2015-12-01,All India,0,Cereals And Products,Rural,126.3,3.19
51769,2016-01-01,All India,0,Cereals And Products,Rural,126.8,3.01
53926,2016-02-01,All India,0,Cereals And Products,Rural,127.1,3.0
56083,2016-03-01,All India,0,Cereals And Products,Rural,127.3,3.24
58240,2016-04-01,All India,0,Cereals And Products,Rural,127.4,3.33
60397,2016-05-01,All India,0,Cereals And Products,Rural,127.6,3.32
62554,2016-06-01,All India,0,Cereals And Products,Rural,128.6,3.63
64711,2016-07-01,All India,0,Cereals And Products,Rural,129.3,4.27
66868,2016-08-01,All India,0,Cereals And Products,Rural,130.1,4.33
69025,2016-09-01,All India,0,Cereals And Products,Rural,130.8,4.56
71182,2016-10-01,All India,0,Cereals And Products,Rural,131.3,4.54
73339,2016-11-01,All India,0,Cereals And Products,Rural,132.0,4.68
75496,2016-12-01,All India,0,Cereals And Products,Rural,132.6,4.99
77653,2017-01-01,All India,0,Cereals And Products,Rural,133.1,4.97
79810,2017-02-01,All India,0,Cereals And Products,Rural,133.3,4.88
81967,2017-03-01,All India,0,Cereals And Products,Rural,133.6,4.95
84124,2017-04-01,All India,0,Cereals And Products,Rural,133.2,4.55
86281,2017-05-01,All India,0,Cereals And Products,Rural,133.1,4.31
88438,2017-06-01,All India,0,Cereals And Products,Rural,133.5,3.81
90595,2017-07-01,All India,0,Cereals And Products,Rural,134.0,3.63
92752,2017-08-01,All India,0,Cereals And Products,Rural,134.8,3.61
94909,2017-09-01,All India,0,Cereals And Products,Rural,135.2,3.36
97066,2017-10-01,All India,0,Cereals And Products,Rural,135.9,3.5
99223,2017-11-01,All India,0,Cereals And Products,Rural,136.3,3.26
101380,2017-12-01,All India,0,Cereals And Products,Rural,136.4,2.87
103537,2018-01-01,All India,0,Cereals And Products,Rural,136.6,2.63
105694,2018-02-01,All India,0,Cereals And Products,Rural,136.4,2.33
107851,2018-03-01,All India,0,Cereals And Products,Rural,136.8,2.4
110008,2018-04-01,All India,0,Cereals And Products,Rural,137.1,2.93
112165,2018-05-01,All India,0,Cereals And Products,Rural,137.4,3.23
114322,2018-06-01,All India,0,Cereals And Products,Rural,137.6,3.07
116479,2018-07-01,All India,0,Cereals And Products,Rural,138.4,3.28
118636,2018-08-01,All India,0,Cereals And Products,Rural,139.2,3.26
120793,2018-09-01,All India,0,Cereals And Products,Rural,139.4,3.11
122950,2018-10-01,All India,0,Cereals And Products,Rural,139.3,2.5
125107,2018-11-01,All India,0,Cereals And Products,Rural,137.1,0.59
127264,2018-12-01,All India,0,Cereals And Products,Rural,137.1,0.51
129421,2019-01-01,All India,0,Cereals And Products,Rural,136.6,0.0
131578,2019-02-01,All India,0,Cereals And Products,Rural,136.8,0.29
133735,2019-03-01,All India,0,Cereals And Products,Rural,136.9,0.07
135892,2019-04-01,All India,0,Cereals And Products,Rural,137.1,0.0
138049,2019-05-01,All India,0,Cereals And Products,Rural,137.4,0.0
140206,2019-06-01,All India,0,Cereals And Products,Rural,137.8,0.15
142363,2019-07-01,All India,0,Cereals And Products,Rural,138.4,0.0
144520,2019-08-01,All India,0,Cereals And Products,Rural,139.2,0.0
146677,2019-09-01,All India,0,Cereals And Products,Rural,140.1,0.5
148834,2019-10-01,All India,0,Cereals And Products,Rural,141.0,1.22
150991,2019-11-01,All India,0,Cereals And Products,Rural,141.8,3.43
153148,2019-12-01,All India,0,Cereals And Products,Rural,142.8,4.16
155305,2020-01-01,All India,0,Cereals And Products,Rural,143.7,5.2
157462,2020-02-01,All India,0,Cereals And Products,Rural,144.2,5.41
159619,2020-03-01,All India,0,Cereals And Products,Rural,144.4,5.48
159811,2020-05-01,All India,0,Cereals And Products,Rural,147.5,7.35
159856,2020-06-01,All India,0,Cereals And Products,Rural,148.2,7.55
160039,2020-07-01,All India,0,Cereals And Products,Rural,147.6,6.65
160231,2020-08-01,All India,0,Cereals And Products,Rural,146.9,5.53
162388,2020-09-01,All India,0,Cereals And Products,Rural,146.0,4.21
164545,2020-10-01,All India,0,Cereals And Products,Rural,145.4,3.12
166702,2020-11-01,All India,0,Cereals And Products,Rural,144.6,1.97
168859,2020-12-01,All India,0,Cereals And Products,Rural,143.4,0.42
171016,2021-01-01,All India,0,Cereals And Products,Rural,142.9,-0.56
173173,2021-02-01,All India,0,Cereals And Products,Rural,142.8,-0.97
175330,2021-03-01,All India,0,Cereals And Products,Rural,142.5,-1.32
177487,2021-04-01,All India,0,Cereals And Products,Rural,142.7,-3.06
179644,2021-05-01,All India,0,Cereals And Products,Rural,145.1,-1.63
181801,2021-06-01,All India,0,Cereals And Products,Rural,145.6,-1.75
183958,2021-07-01,All India,0,Cereals And Products,Rural,145.1,-1.69
186115,2021-08-01,All India,0,Cereals And Products,Rural,144.9,-1.36
188272,2021-09-01,All India,0,Cereals And Products,Rural,145.4,-0.41
190429,2021-10-01,All India,0,Cereals And Products,Rural,146.1,0.48
192586,2021-11-01,All India,0,Cereals And Products,Rural,146.9,1.59
194743,2021-12-01,All India,0,Cereals And Products,Rural,147.4,2.79
196900,2022-01-01,All India,0,Cereals And Products,Rural,148.3,3.78
199057,2022-02-01,All India,0,Cereals And Products,Rural,148.8,4.2
201214,2022-03-01,All India,0,Cereals And Products,Rural,150.2,5.4
203371,2022-04-01,All India,0,Cereals And Products,Rural,151.8,6.38
205528,2022-05-01,All India,0,Cereals And Products,Rural,152.9,5.38
207685,2022-06-01,All India,0,Cereals And Products,Rural,153.8,5.63
209842,2022-07-01,All India,0,Cereals And Products,Rural,155.2,6.96
211999,2022-08-01,All India,0,Cereals And Products,Rural,159.5,10.08
214156,2022-09-01,All India,0,Cereals And Products,Rural,162.9,12.04
216313,2022-10-01,All India,0,Cereals And Products,Rural,164.7,12.73
218470,2022-11-01,All India,0,Cereals And Products,Rural,166.9,13.61
220710,2022-12-01,All India,0,Cereals And Products,Rural,168.8,14.52
222867,2023-01-01,All India,0,Cereals And Products,Rural,174.0,17.33
225024,2023-02-01,All India,0,Cereals And Products,Rural,175.3,17.81
227181,2023-03-01,All India,0,Cereals And Products,Rural,174.3,16.05
229338,2023-04-01,All India,0,Cereals And Products,Rural,173.3,14.16
231495,2023-05-01,All India,0,Cereals And Products,Rural,173.2,13.28
233652,2023-06-01,All India,0,Cereals And Products,Rural,174.4,13.39
235809,2023-07-01,All India,0,Cereals And Products,Rural,176.5,13.72
237966,2023-08-01,All India,0,Cereals And Products,Rural,179.0,12.23
240123,2023-09-01,All India,0,Cereals And Products,Rural,181.4,11.36
242280,2023-10-01,All India,0,Cereals And Products,Rural,183.0,11.11
244437,2023-11-01,All India,0,Cereals And Products,Rural,184.8,10.72
246594,2023-12-01,All India,0,Cereals And Products,Rural,186.2,10.31
248751,2024-01-01,All India,0,Cereals And Products,Rural,187.5,7.76
250908,2024-02-01,All India,0,Cereals And Products,Rural,188.6,7.59
253065,2024-03-01,All India,0,Cereals And Products,Rural,189.3,8.61
255222,2024-04-01,All India,0,Cereals And Products,Rural,188.8,8.94
257379,2024-05-01,All India,0,Cereals And Products,Rural,188.7,8.95
259536,2024-06-01,All India,0,Cereals And Products,Rural,190.1,9.0
261693,2024-07-01,All India,0,Cereals And Products,Rural,191.4,8.44
263850,2024-08-01,All India,0,Cereals And Products,Rural,192.6,7.6
266007,2024-09-01,All India,0,Cereals And Products,Rural,194.3,7.11
268164,2024-10-01,All India,0,Cereals And Products,Rural,196.3,7.27
270321,2024-11-01,All India,0,Cereals And Products,Rural,198.1,7.2
272478,2024-12-01,All India,0,Cereals And Products,Rural,198.9,6.82
274635,2025-01-01,All India,0,Cereals And Products,Rural,199.8,6.56
276792,2025-02-01,All India,0,Cereals And Products,Rural,200.6,6.36
278948,2025-03-01,All India,0,Cereals And Products,Rural,200.8,6.08
281105,2025-04-01,All India,0,Cereals And Products,Rural,199.0,5.4
283262,2025-05-01,All India,0,Cereals And Products,Rural,197.8,4.82
285419,2025-06-01,All India,0,Cereals And Products,Rural,197.1,3.68
287576,2025-07-01,All India,0,Cereals And Products,Rural,197.0,2.93
289733,2025-08-01,All India,0,Cereals And Products,Rural,197.5,2.54
2,2014-01-01,All India,0,Cereals And Products,Urban,121.2,9.68
2159,2014-02-01,All India,0,Cereals And Products,Urban,121.9,7.97
4316,2014-03-01,All India,0,Cereals And Products,Urban,122.1,7.2
6473,2014-04-01,All India,0,Cereals And Products,Urban,122.5,6.89
8630,2014-05-01,All India,0,Cereals And Products,Urban,122.7,6.33
10787,2014-06-01,All India,0,Cereals And Products,Urban,123.1,5.21
12944,2014-07-01,All India,0,Cereals And Products,Urban,123.8,5.09
15101,2014-08-01,All India,0,Cereals And Products,Urban,124.8,5.49
17258,2014-09-01,All India,0,Cereals And Products,Urban,124.2,4.72
19415,2014-10-01,All India,0,Cereals And Products,Urban,124.6,4.79
21572,2014-11-01,All India,0,Cereals And Products,Urban,124.5,3.92
23729,2014-12-01,All India,0,Cereals And Products,Urban,124.0,2.9
25886,2015-01-01,All India,0,Cereals And Products,Urban,124.0,2.31
28043,2015-02-01,All India,0,Cereals And Products,Urban,124.3,1.97
30200,2015-03-01,All India,0,Cereals And Products,Urban,124.0,1.56
32357,2015-04-01,All India,0,Cereals And Products,Urban,123.8,1.06
34514,2015-05-01,All India,0,Cereals And Products,Urban,123.8,0.9
36671,2015-06-01,All India,0,Cereals And Products,Urban,123.6,0.41
38828,2015-07-01,All India,0,Cereals And Products,Urban,123.2,-0.48
40985,2015-08-01,All India,0,Cereals And Products,Urban,123.1,-1.36
43142,2015-09-01,All India,0,Cereals And Products,Urban,123.4,-0.64
45299,2015-10-01,All India,0,Cereals And Products,Urban,123.6,-0.8
47456,2015-11-01,All India,0,Cereals And Products,Urban,124.0,-0.4
49613,2015-12-01,All India,0,Cereals And Products,Urban,124.3,0.24
51770,2016-01-01,All India,0,Cereals And Products,Urban,124.7,0.56
53927,2016-02-01,All India,0,Cereals And Products,Urban,124.8,0.4
56084,2016-03-01,All India,0,Cereals And Products,Urban,124.8,0.65
58241,2016-04-01,All India,0,Cereals And Products,Urban,124.9,0.89
60398,2016-05-01,All India,0,Cereals And Products,Urban,125.0,0.97
62555,2016-06-01,All India,0,Cereals And Products,Urban,125.9,1.86
64712,2016-07-01,All India,0,Cereals And Products,Urban,126.8,2.92
66869,2016-08-01,All India,0,Cereals And Products,Urban,127.6,3.66
69026,2016-09-01,All India,0,Cereals And Products,Urban,128.1,3.81
71183,2016-10-01,All India,0,Cereals And Products,Urban,128.7,4.13
73340,2016-11-01,All India,0,Cereals And Products,Urban,130.2,5.0
75497,2016-12-01,All India,0,Cereals And Products,Urban,131.6,5.87
77654,2017-01-01,All India,0,Cereals And Products,Urban,132.2,6.01
79811,2017-02-01,All India,0,Cereals And Products,Urban,132.8,6.41
81968,2017-03-01,All India,0,Cereals And Products,Urban,132.7,6.33
84125,2017-04-01,All India,0,Cereals And Products,Urban,132.7,6.24
86282,2017-05-01,All India,0,Cereals And Products,Urban,132.6,6.08
88439,2017-06-01,All India,0,Cereals And Products,Urban,132.9,5.56
90596,2017-07-01,All India,0,Cereals And Products,Urban,132.8,4.73
92753,2017-08-01,All India,0,Cereals And Products,Urban,133.2,4.39
94910,2017-09-01,All India,0,Cereals And Products,Urban,133.6,4.29
97067,2017-10-01,All India,0,Cereals And Products,Urban,133.9,4.04
99224,2017-11-01,All India,0,Cereals And Products,Urban,134.3,3.15
101381,2017-12-01,All India,0,Cereals And Products,Urban,134.4,2.13
103538,2018-01-01,All India,0,Cereals And Products,Urban,134.6,1.82
105695,2018-02-01,All India,0,Cereals And Products,Urban,134.8,1.51
107852,2018-03-01,All India,0,Cereals And Products,Urban,135.0,1.73
110009,2018-04-01,All India,0,Cereals And Products,Urban,135.0,1.73
112166,2018-05-01,All India,0,Cereals And Products,Urban,135.0,1.81
114323,2018-06-01,All India,0,Cereals And Products,Urban,135.3,1.81
116480,2018-07-01,All India,0,Cereals And Products,Urban,135.6,2.11
118637,2018-08-01,All India,0,Cereals And Products,Urban,136.5,2.48
120794,2018-09-01,All India,0,Cereals And Products,Urban,137.0,2.54
122951,2018-10-01,All India,0,Cereals And Products,Urban,137.6,2.76
125108,2018-11-01,All India,0,Cereals And Products,Urban,138.1,2.83
127265,2018-12-01,All India,0,Cereals And Products,Urban,138.5,3.05
129422,2019-01-01,All India,0,Cereals And Products,Urban,138.3,2.75
131579,2019-02-01,All India,0,Cereals And Products,Urban,139.4,3.41
133736,2019-03-01,All India,0,Cereals And Products,Urban,139.7,3.48
135893,2019-04-01,All India,0,Cereals And Products,Urban,140.0,3.7
138050,2019-05-01,All India,0,Cereals And Products,Urban,140.4,4.0
140207,2019-06-01,All India,0,Cereals And Products,Urban,140.7,3.99
142364,2019-07-01,All India,0,Cereals And Products,Urban,141.4,4.28
144521,2019-08-01,All India,0,Cereals And Products,Urban,142.1,4.1
146678,2019-09-01,All India,0,Cereals And Products,Urban,142.7,4.16
148835,2019-10-01,All India,0,Cereals And Products,Urban,143.5,4.29
150992,2019-11-01,All India,0,Cereals And Products,Urban,144.1,4.34
153149,2019-12-01,All India,0,Cereals And Products,Urban,144.9,4.62
155306,2020-01-01,All India,0,Cereals And Products,Urban,145.6,5.28
157463,2020-02-01,All India,0,Cereals And Products,Urban,146.2,4.88
159620,2020-03-01,All India,0,Cereals And Products,Urban,146.5,4.87
159812,2020-05-01,All India,0,Cereals And Products,Urban,150.4,7.12
159857,2020-06-01,All India,0,Cereals And Products,Urban,152.7,8.53
160040,2020-07-01,All India,0,Cereals And Products,Urban,151.6,7.21
160232,2020-08-01,All India,0,Cereals And Products,Urban,151.5,6.62
162389,2020-09-01,All India,0,Cereals And Products,Urban,150.6,5.54
164546,2020-10-01,All India,0,Cereals And Products,Urban,149.7,4.32
166703,2020-11-01,All India,0,Cereals And Products,Urban,149.0,3.4
168860,2020-12-01,All India,0,Cereals And Products,Urban,148.0,2.14
171017,2021-01-01,All India,0,Cereals And Products,Urban,147.8,1.51
173174,2021-02-01,All India,0,Cereals And Products,Urban,147.6,0.96
175331,2021-03-01,All India,0,Cereals And Products,Urban,147.5,0.68
177488,2021-04-01,All India,0,Cereals And Products,Urban,147.6,-2.77
179645,2021-05-01,All India,0,Cereals And Products,Urban,148.8,-1.06
181802,2021-06-01,All India,0,Cereals And Products,Urban,149.2,-2.29
183959,2021-07-01,All India,0,Cereals And Products,Urban,149.1,-1.65
186116,2021-08-01,All India,0,Cereals And Products,Urban,149.2,-1.52
188273,2021-09-01,All India,0,Cereals And Products,Urban,149.3,-0.86
190430,2021-10-01,All India,0,Cereals And Products,Urban,150.1,0.27
192587,2021-11-01,All India,0,Cereals And Products,Urban,151.0,1.34
194744,2021-12-01,All India,0,Cereals And Products,Urban,151.6,2.43
196901,2022-01-01,All India,0,Cereals And Products,Urban,152.2,2.98
199058,2022-02-01,All India,0,Cereals And Products,Urban,152.5,3.32
201215,2022-03-01,All India,0,Cereals And Products,Urban,153.7,4.2
203372,2022-04-01,All India,0,Cereals And Products,Urban,155.4,5.28
205529,2022-05-01,All India,0,Cereals And Products,Urban,156.7,5.31
207686,2022-06-01,All India,0,Cereals And Products,Urban,157.5,5.56
209843,2022-07-01,All India,0,Cereals And Products,Urban,159.3,6.84
212000,2022-08-01,All India,0,Cereals And Products,Urban,162.1,8.65
214157,2022-09-01,All India,0,Cereals And Products,Urban,164.9,10.45
216314,2022-10-01,All India,0,Cereals And Products,Urban,166.4,10.86
218471,2022-11-01,All India,0,Cereals And Products,Urban,168.4,11.52
220711,2022-12-01,All India,0,Cereals And Products,Urban,170.2,12.27
222868,2023-01-01,All India,0,Cereals And Products,Urban,173.3,13.86
225025,2023-02-01,All India,0,Cereals And Products,Urban,174.8,14.62
227182,2023-03-01,All India,0,Cereals And Products,Urban,174.7,13.66
229339,2023-04-01,All India,0,Cereals And Products,Urban,174.8,12.48
231496,2023-05-01,All India,0,Cereals And Products,Urban,174.7,11.49
233653,2023-06-01,All India,0,Cereals And Products,Urban,175.7,11.56
235810,2023-07-01,All India,0,Cereals And Products,Urban,177.8,11.61
237967,2023-08-01,All India,0,Cereals And Products,Urban,179.8,10.92
240124,2023-09-01,All India,0,Cereals And Products,Urban,181.3,9.95
242281,2023-10-01,All India,0,Cereals And Products,Urban,182.7,9.8
244438,2023-11-01,All India,0,Cereals And Products,Urban,184.2,9.38
246595,2023-12-01,All India,0,Cereals And Products,Urban,185.6,9.05
248752,2024-01-01,All India,0,Cereals And Products,Urban,187.1,7.96
